Baseline 정확도,음식종류 기여도(A),평균가격 기여도(B),시그니처메뉴 기여도(C),식당명 기여도(D),지역 기여도(E),평점 기여도(F),총 기여도 합,음식종류 가중치,평균가격 가중치,시그니처메뉴 가중치,식당명 가중치,지역 가중치,평점 가중치,최고 정확도,최고 정확도 실험
87.00%,+5.00%p,+5.00%p,+6.00%p,+0.00%p,+1.00%p,+1.00%p,18.00%p,0.2778 (27.78%),0.2778 (27.78%),0.3333 (33.33%),0.0000 (0.00%),0.0556 (5.56%),0.0556 (5.56%),88.00%,지역 포함
